PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33809692","Characteristics of the Electrophysiological Properties of Neuromuscular Motor Units and Its Adaptive Strategy Response in Lower Extremity Muscles for Seniors with Pre-Sarcopenia: A Preliminary Study","Hu CH, Yang CC, Tu SJ, Huang IJ, Ganbat D, Guo LY.","Int J Environ Res Public Health. 2021 Mar 16;18(6):3063. doi: 10.3390/ijerph18063063.","Hu CH","Int J Environ Res Public Health","2021","2021/04/03","PMC8002219","","10.3390/ijerph18063063"
"41286617","Age- and step-length-dependent alterations in muscle synergies and joint coordination during unexpected gait termination","Jeon W, Dalby A, Dong XN, Hermanns M.","BMC Geriatr. 2025 Nov 24;25(1):947. doi: 10.1186/s12877-025-06562-9.","Jeon W","BMC Geriatr","2025","2025/11/25","PMC12645693","","10.1186/s12877-025-06562-9"
"40464918","Examining swallowing parameters of the Yale Swallow Protocol in healthy individuals: Establishing Normative Data","Van Sickle A, Bice EM, Awal A, Suiter D.","Eur Arch Otorhinolaryngol. 2025 Aug;282(8):4299-4306. doi: 10.1007/s00405-025-09483-w. Epub 2025 Jun 4.","Van Sickle A","Eur Arch Otorhinolaryngol","2025","2025/06/04","PMC12494668","","10.1007/s00405-025-09483-w"
"31033774","Log-Transformed Electromyography Amplitude-Power Output Relationship: Single-Leg Knee-Extensor Versus Single-Leg Cycle Ergometry","Noble EB, Pilarski JM, Vora HK, Zuniga JM, Malek MH.","J Strength Cond Res. 2019 May;33(5):1311-1319. doi: 10.1519/JSC.0000000000001950.","Noble EB","J Strength Cond Res","2019","2019/04/30","","","10.1519/JSC.0000000000001950"
"32863379","Semi-powered exoskeleton that regulates the muscular activity of jaw movement for oral functional rehabilitation/training","Kameda T, Sakamoto M, Terada K.","Dent Mater J. 2021 Jan 31;40(1):101-109. doi: 10.4012/dmj.2019-400. Epub 2020 Aug 28.","Kameda T","Dent Mater J","2021","2020/09/01","","","10.4012/dmj.2019-400"
"41579163","Effects of age and mild cognitive impairment on postural control during lifting a load","Kaewmanee T, Liang H, Madrid KYC, Aruin AS.","Exp Brain Res. 2026 Jan 24;244(2):33. doi: 10.1007/s00221-025-07225-2.","Kaewmanee T","Exp Brain Res","2026","2026/01/24","","","10.1007/s00221-025-07225-2"
"40940384","Age-related differences in muscular coordination while performing elbow flexion and extension movements at different velocities","Romero Avila E, Siebers HL, Bollheimer LC, Disselhorst-Klug C.","Sci Rep. 2025 Sep 12;15(1):32486. doi: 10.1038/s41598-025-19126-z.","Romero Avila E","Sci Rep","2025","2025/09/12","PMC12432214","","10.1038/s41598-025-19126-z"
"31128842","Aging effects of motor prediction on protective balance and startle responses to sudden drop perturbations","Sanders O, Hsiao HY, Savin DN, Creath RA, Rogers MW.","J Biomech. 2019 Jun 25;91:23-31. doi: 10.1016/j.jbiomech.2019.05.005. Epub 2019 May 10.","Sanders O","J Biomech","2019","2019/05/27","PMC7239495","NIHMS1529175","10.1016/j.jbiomech.2019.05.005"
"40989829","Effect of 6-Min Mastication Test on Masticatory Function in Young Versus Older Adults: A Comparative SEMG Study","Chilwan U, Shameer S, Hanan A, Balasubramanium RK.","ScientificWorldJournal. 2025 Sep 15;2025:1506278. doi: 10.1155/tswj/1506278. eCollection 2025.","Chilwan U","ScientificWorldJournal","2025","2025/09/24","PMC12453908","","10.1155/tswj/1506278"
"31078985","Facing the challenges of electrodiagnostic studies in the very elderly (>80 years) population","Punga AR, Jabre JF, Amandusson Å.","Clin Neurophysiol. 2019 Jul;130(7):1091-1097. doi: 10.1016/j.clinph.2019.03.029. Epub 2019 Apr 13.","Punga AR","Clin Neurophysiol","2019","2019/05/13","","","10.1016/j.clinph.2019.03.029"
"39570948","Effects of the eccentric chin closure exercise on submental muscle activation, muscle strength, dysphagia limit, perceived exertion and pain in healthy volunteers: A prospective, randomized parallel group study","Cengiz E, Serel Arslan S, Yaşaroğlu ÖF, Alıcı R, Demir N, Topçuoğlu MA, Mutlu A.","PLoS One. 2024 Nov 21;19(11):e0313995. doi: 10.1371/journal.pone.0313995. eCollection 2024.","Cengiz E","PLoS One","2024","2024/11/21","PMC11581284","","10.1371/journal.pone.0313995"
"34847546","Sex differences in muscle excitation and oxygenation, but not in force fluctuations or active hyperemia resulting from a fatiguing, bilateral isometric task","Keller JL, Anders JPV, Neltner TJ, Housh TJ, Schmidt RJ, Johnson GO.","Physiol Meas. 2021 Dec 28;42(11). doi: 10.1088/1361-6579/ac3e86.","Keller JL","Physiol Meas","2021","2021/11/30","","","10.1088/1361-6579/ac3e86"
"30578651","Manipulation of mechanical ventilatory constraint during moderate intensity exercise does not influence dyspnoea in healthy older men and women","Molgat-Seon Y, Ramsook AH, Peters CM, Schaeffer MR, Dominelli PB, Romer LM, Road JD, Guenette JA, Sheel AW.","J Physiol. 2019 Mar;597(5):1383-1399. doi: 10.1113/JP277476. Epub 2019 Jan 18.","Molgat-Seon Y","J Physiol","2019","2018/12/23","PMC6395425","","10.1113/JP277476"
"31993683","Age-related changes in neuromotor function when performing a concurrent motor task","Samulski B, Prebor J, Armitano-Lago C, Morrison S.","Exp Brain Res. 2020 Mar;238(3):565-574. doi: 10.1007/s00221-020-05736-8. Epub 2020 Jan 29.","Samulski B","Exp Brain Res","2020","2020/01/30","","","10.1007/s00221-020-05736-8"
"37355926","The effects of dual screen layout on neck-shoulder muscle activity and head-neck posture variability during computer tasks","Fang F, Huo F, Feng Y.","Work. 2023;76(4):1535-1546. doi: 10.3233/WOR-220585.","Fang F","Work","2023","2023/06/25","","","10.3233/WOR-220585"
"32266445","Modulation of soleus muscle H-reflexes and ankle muscle co-contraction with surface compliance during unipedal balancing in young and older adults","Alizadehsaravi L, Bruijn SM, Maas H, van Dieën JH.","Exp Brain Res. 2020 Jun;238(6):1371-1383. doi: 10.1007/s00221-020-05784-0. Epub 2020 Apr 7.","Alizadehsaravi L","Exp Brain Res","2020","2020/04/09","PMC7286858","","10.1007/s00221-020-05784-0"
"34473576","Age-related differences in calf muscle recruitment strategies in the time-frequency domain during walking as a function of task demand","Kim H, Franz JR.","J Appl Physiol (1985). 2021 Oct 1;131(4):1348-1360. doi: 10.1152/japplphysiol.00262.2021. Epub 2021 Sep 2.","Kim H","J Appl Physiol (1985)","2021","2021/09/02","PMC8560391","","10.1152/japplphysiol.00262.2021"
"40953752","Age and sex modulate scapular muscle excitation strategies during loaded shoulder flexion","Rochon J, Bohunicky S, Scribbans T.","Exp Gerontol. 2025 Nov;211:112897. doi: 10.1016/j.exger.2025.112897. Epub 2025 Sep 13.","Rochon J","Exp Gerontol","2025","2025/09/15","","","10.1016/j.exger.2025.112897"
"41159515","Correlation study between lower limb muscle function and hemodynamics in hemiplegic patients after stroke: a prospective controlled study","Cheng M, Wang W, Yu Y, Liu T, Huang Z, Lei H, Su S, Chen H, Wang F.","Eur J Phys Rehabil Med. 2025 Aug;61(4):595-607. doi: 10.23736/S1973-9087.25.09102-6.","Cheng M","Eur J Phys Rehabil Med","2025","2025/10/29","PMC12648277","","10.23736/S1973-9087.25.09102-6"
"34068484","Movement Time of Lower Trunk Muscles during Dynamic Postural Control in Response to a Sudden Visual Stimulus during Walking: A Pilot Study","Jung J, Kim K, Choi S, Song G, Ryu Y, Kim C, Lim C.","Int J Environ Res Public Health. 2021 May 10;18(9):5015. doi: 10.3390/ijerph18095015.","Jung J","Int J Environ Res Public Health","2021","2021/06/02","PMC8125989","","10.3390/ijerph18095015"
"37350104","The effect of a prior eccentric lowering phase on concentric neuromechanics during multiple joint resistance exercise in older adults","Mc Dermott EJ, Balshaw TG, Brooke-Wavell K, Maden-Wilkinson TM, Folland JP.","Scand J Med Sci Sports. 2023 Oct;33(10):2009-2024. doi: 10.1111/sms.14435. Epub 2023 Jun 22.","Mc Dermott EJ","Scand J Med Sci Sports","2023","2023/06/23","PMC10946755","","10.1111/sms.14435"
"40864286","Muscle coordination strategies during Functional Reach across multiple directions in healthy individuals","Ceriello I, Ghislieri M, Rum L, Camomilla V, Macaluso A, Borzuola R.","Eur J Appl Physiol. 2026 Feb;126(2):693-711. doi: 10.1007/s00421-025-05951-7. Epub 2025 Aug 27.","Ceriello I","Eur J Appl Physiol","2026","2025/08/27","","","10.1007/s00421-025-05951-7"
"41790789","Integrating contrastive cross-modal attention and stacked GRU for hand function rehabilitation robot control","Liu W, Wu H, Feng SF, Luo CL.","PLoS One. 2026 Mar 6;21(3):e0342802. doi: 10.1371/journal.pone.0342802. eCollection 2026.","Liu W","PLoS One","2026","2026/03/06","PMC12965565","","10.1371/journal.pone.0342802"
"40960638","Age-related differences in pivoting neuromuscular control during a stepping task","Park KM, Kim O, Seo EY, Gemechu DT, Lee SJ.","Eur J Appl Physiol. 2026 Feb;126(2):1009-1019. doi: 10.1007/s00421-025-05986-w. Epub 2025 Sep 17.","Park KM","Eur J Appl Physiol","2026","2025/09/17","","","10.1007/s00421-025-05986-w"
"40031625","Developing a Multi-Directional Lower-Limb Training System Toward Aging in Place Rehabilitation: A Preliminary Feasibility Study on Healthy Individuals","Lee SJ, Park KM, Kim KT, Seo EY, Gemechu DT, Kim O.","IEEE Trans Neural Syst Rehabil Eng. 2025;33:975-983. doi: 10.1109/TNSRE.2025.3545845. Epub 2025 Mar 4.","Lee SJ","IEEE Trans Neural Syst Rehabil Eng","2025","2025/03/03","","","10.1109/TNSRE.2025.3545845"
"34811406","Retentive capacity of power output and linear versus non-linear mapping of power loss in the isotonic muscular endurance test","Xu HQ, Xue YT, Zhou ZJ, Koh KT, Xu X, Shi JP, Zhang SW, Zhang X, Cai J.","Sci Rep. 2021 Nov 22;11(1):22677. doi: 10.1038/s41598-021-02116-2.","Xu HQ","Sci Rep","2021","2021/11/23","PMC8608821","","10.1038/s41598-021-02116-2"
"32502753","The potential influence of stochastic resonance vibrations on neuromuscular strategies and center of pressure sway during single-leg stance","Chen WM, Li JW, Geng X, Wang C, Chen L, Ma X.","Clin Biomech (Bristol). 2020 Jul;77:105069. doi: 10.1016/j.clinbiomech.2020.105069. Epub 2020 May 29.","Chen WM","Clin Biomech (Bristol)","2020","2020/06/06","","","10.1016/j.clinbiomech.2020.105069"
"30253440","Impact of vulvovaginal atrophy on pelvic floor muscle strength in healthy continent women","Sartori DV, Gameiro MO, Kawano PR, Yamamoto HA, Guerra R, Domingues MA, Leitão VA, Amaro JL.","Int J Urol. 2019 Jan;26(1):57-61. doi: 10.1111/iju.13788. Epub 2018 Sep 25.","Sartori DV","Int J Urol","2019","2018/09/26","","","10.1111/iju.13788"
"31377381","Age-related changes in the capacity to select early-onset upper-limb reactions to either recover balance or protect against impact","Borrelli JR, Zabukovec J, Jones S, Junod CA, Maki BE.","Exp Gerontol. 2019 Oct 1;125:110676. doi: 10.1016/j.exger.2019.110676. Epub 2019 Aug 1.","Borrelli JR","Exp Gerontol","2019","2019/08/05","","","10.1016/j.exger.2019.110676"
"40814776","Using Quantitative Masticatory Dysfunction to Inform Pain Management in Trigeminal Neuralgia Through Electromyographic Monitoring","Riente A, Abeltino A, Serantoni C, De Giulio MM, Bianchetti G, Santantonio M, Passali GC, Capezzone S, Esposito R, De Spirito M, Maulucci G.","J Oral Pathol Med. 2025 Oct;54(9):863-871. doi: 10.1111/jop.70035. Epub 2025 Aug 15.","Riente A","J Oral Pathol Med","2025","2025/08/15","PMC12521066","","10.1111/jop.70035"
"34874965","Creation and validation of the Picture-Set of Young Children's Affective Facial Expressions (PSYCAFE)","Franz M, Müller T, Hahn S, Lundqvist D, Rampoldt D, Westermann JF, Nordmann MA, Schäfer R.","PLoS One. 2021 Dec 7;16(12):e0260871. doi: 10.1371/journal.pone.0260871. eCollection 2021.","Franz M","PLoS One","2021","2021/12/07","PMC8651117","","10.1371/journal.pone.0260871"
"34460885","Electromyographic activity analysis of temporal and masseter muscles in psychoactive substance addicts","Nowicki AA, Korwin-Piotrowska K, Woźniak K, Szyszka-Sommerfeld L, Nowicka K, Grocholewicz K, Sobolewska E.","Psychiatr Pol. 2021 Jun 30;55(3):607-620. doi: 10.12740/PP/OnlineFirst/110478. Epub 2021 Jun 30.","Nowicki AA","Psychiatr Pol","2021","2021/08/30","","","10.12740/PP/OnlineFirst/110478"
"40460612","Performance fatigability on a constant-load dynamic task is greater in females with moderate-severity Parkinson's disease than healthy-aging controls","Hinks A, Khangura P, Leake E, Beedie T, Kathia MM, Duplea SG, Witton LA, Connolly BS, Burr JF, Millar PJ, Power GA.","J Electromyogr Kinesiol. 2025 Aug;83:103023. doi: 10.1016/j.jelekin.2025.103023. Epub 2025 May 26.","Hinks A","J Electromyogr Kinesiol","2025","2025/06/03","","","10.1016/j.jelekin.2025.103023"
"31768618","The Effects of Different Exercise Trainings on Suprahyoid Muscle Activation, Tongue Pressure Force and Dysphagia Limit in Healthy Subjects","Kılınç HE, Arslan SS, Demir N, Karaduman A.","Dysphagia. 2020 Aug;35(4):717-724. doi: 10.1007/s00455-019-10079-w. Epub 2019 Nov 25.","Kılınç HE","Dysphagia","2020","2019/11/27","","","10.1007/s00455-019-10079-w"
"41629981","Task complexity amplifies spatial asymmetry of muscle synergy plasticity in chronic stroke survivors","Wang Y, Sun R, Zhong L, Liao D, Song H, Meng Q, Fong GCH, Cao P, Rong S, Tong RK.","J Neuroeng Rehabil. 2026 Feb 2;23(1):85. doi: 10.1186/s12984-026-01889-9.","Wang Y","J Neuroeng Rehabil","2026","2026/02/03","PMC12955175","","10.1186/s12984-026-01889-9"
"31773454","Age- and sex-specific effects in paravertebral surface electromyographic back extensor muscle fatigue in chronic low back pain","Ebenbichler G, Habenicht R, Ziegelbecker S, Kollmitzer J, Mair P, Kienbacher T.","Geroscience. 2020 Feb;42(1):251-269. doi: 10.1007/s11357-019-00134-7. Epub 2019 Nov 27.","Ebenbichler G","Geroscience","2020","2019/11/28","PMC7031171","","10.1007/s11357-019-00134-7"
"33479862","The Influence of Age, Eating a Meal, and Systematic Fatigue on Swallowing and Mealtime Parameters","Brates D, Molfenter S.","Dysphagia. 2021 Dec;36(6):1096-1109. doi: 10.1007/s00455-020-10242-8. Epub 2021 Jan 22.","Brates D","Dysphagia","2021","2021/01/22","","","10.1007/s00455-020-10242-8"
"33198427","Wearable Sensors Detect Differences between the Sexes in Lower Limb Electromyographic Activity and Pelvis 3D Kinematics during Running","Moltó IN, Albiach JP, Amer-Cuenca JJ, Segura-Ortí E, Gabriel W, Martínez-Gramage J.","Sensors (Basel). 2020 Nov 12;20(22):6478. doi: 10.3390/s20226478.","Moltó IN","Sensors (Basel)","2020","2020/11/17","PMC7697594","","10.3390/s20226478"
"34571487","Rates of neuromuscular excitation during cycling in Parkinson's disease compared to healthy young and older adults","Daniels RJ, Knight CA.","Clin Biomech (Bristol). 2021 Dec;90:105488. doi: 10.1016/j.clinbiomech.2021.105488. Epub 2021 Sep 20.","Daniels RJ","Clin Biomech (Bristol)","2021","2021/09/27","","","10.1016/j.clinbiomech.2021.105488"
"40596324","Modulation of leg trajectory by transcranial magnetic stimulation during walking","Bourgeois H, Guay-Hottin R, Meftah EM, Martinez M, Bonizzato M, Barthélemy D.","Sci Rep. 2025 Jul 1;15(1):21362. doi: 10.1038/s41598-025-05741-3.","Bourgeois H","Sci Rep","2025","2025/07/02","PMC12215949","","10.1038/s41598-025-05741-3"
"42039305","Feasibility in Recording Vestibular Evoked Myogenic Potentials from the Gastrocnemius Muscles Using Acoustic Stimulation","Jha RH, Piker EG, Gomez JD.","J Am Acad Audiol. 2026 Mar 1;37(2):125-134. doi: 10.3766/jaaa.250009. eCollection 2026 Mar.","Jha RH","J Am Acad Audiol","2026","2026/04/27","PMC13105857","","10.3766/jaaa.250009"
"33105890","EMG-Free Monitorization of the Acoustic Startle Reflex with a Mobile Phone: Implications of Sound Parameters with Posture Related Responses","Gowen CL, Khwaounjoo P, Cakmak YO.","Sensors (Basel). 2020 Oct 22;20(21):5996. doi: 10.3390/s20215996.","Gowen CL","Sensors (Basel)","2020","2020/10/27","PMC7660167","","10.3390/s20215996"
"30783716","Single finger movements in the aging hand: changes in finger independence, muscle activation patterns and tendon displacement in older adults","Van Beek N, Stegeman DF, Jonkers I, de Korte CL, Veeger D, Maas H.","Exp Brain Res. 2019 May;237(5):1141-1154. doi: 10.1007/s00221-019-05487-1. Epub 2019 Feb 19.","Van Beek N","Exp Brain Res","2019","2019/02/21","","","10.1007/s00221-019-05487-1"
"41857422","Uroflowmetric characteristics of children with non-neurogenic voiding dysfunction: a large single-center cohort","Ozbakir C, Pehlivan Zorlu B, Gullu D, Cankorur OO, Kirmizitas E, Dincel N.","Pediatr Nephrol. 2026 Aug;41(8):2541-2547. doi: 10.1007/s00467-026-07262-1. Epub 2026 Mar 19.","Ozbakir C","Pediatr Nephrol","2026","2026/03/20","","","10.1007/s00467-026-07262-1"
"30251147","Effects of Tongue-Hold Swallows on Suprahyoid Muscle Activation According to the Relative Tongue Protrusion Length in the Elderly Individuals","Oh JC.","Dysphagia. 2019 Jun;34(3):382-390. doi: 10.1007/s00455-018-9948-x. Epub 2018 Sep 24.","Oh JC","Dysphagia","2019","2018/09/26","","","10.1007/s00455-018-9948-x"
"34215800","A randomized double blinded placebo controlled study to evaluate motor unit abnormalities after experimentally induced sensitization using capsaicin","Evans V, Koh RGL, Duarte FCK, Linde L, Amiri M, Kumbhare D.","Sci Rep. 2021 Jul 2;11(1):13793. doi: 10.1038/s41598-021-93188-7.","Evans V","Sci Rep","2021","2021/07/03","PMC8253857","","10.1038/s41598-021-93188-7"
"32636008","Characterizing forearm muscle activity in university-aged males during dynamic radial-ulnar deviation of the wrist using a wrist robot","Forman DA, Forman GN, Avila-Mireles EJ, Mugnosso M, Zenzeri J, Murphy B, Holmes MWR.","J Biomech. 2020 Jul 17;108:109897. doi: 10.1016/j.jbiomech.2020.109897. Epub 2020 Jun 13.","Forman DA","J Biomech","2020","2020/07/09","","","10.1016/j.jbiomech.2020.109897"
"34425788","Correlation between cardiopulmonary metabolic energy cost and lower-limb muscle activity during inclined treadmill gait in older adults","Kim J, Lee HJ, Lee SH, Lee J, Chang WH, Ryu GH, Kim YH.","BMC Geriatr. 2021 Aug 23;21(1):469. doi: 10.1186/s12877-021-02401-9.","Kim J","BMC Geriatr","2021","2021/08/24","PMC8383420","","10.1186/s12877-021-02401-9"
"33962246","Mechanisms of postural control in older adults based on surface electromyography data","Kasahara S, Saito H.","Hum Mov Sci. 2021 Aug;78:102803. doi: 10.1016/j.humov.2021.102803. Epub 2021 May 4.","Kasahara S","Hum Mov Sci","2021","2021/05/07","","","10.1016/j.humov.2021.102803"
"31121550","Changes in knee joint angle affect torque steadiness differently in young and older individuals","Wu R, Delahunt E, Ditroilo M, Lowery MM, Segurado R, De Vito G.","J Electromyogr Kinesiol. 2019 Aug;47:49-56. doi: 10.1016/j.jelekin.2019.05.010. Epub 2019 May 14.","Wu R","J Electromyogr Kinesiol","2019","2019/05/24","","","10.1016/j.jelekin.2019.05.010"
"40674385","5-HT(2) antagonism indirectly increases motor unit discharge rate and cervicomedullary motor evoked potential amplitude during submaximal elbow flexions","Henderson TT, Taylor JL, Thorstensen JR, Kavanagh JJ.","J Physiol. 2025 Aug;603(16):4573-4591. doi: 10.1113/JP288317. Epub 2025 Jul 17.","Henderson TT","J Physiol","2025","2025/07/17","PMC12369296","","10.1113/JP288317"
"31450531","Pain and muscle activity of neck, shoulder, upper back, and forearm during touch screen tablet use by children","Intolo P, Prasongsansuk N, Srilabutr P, Sittichoksakulchai W, Khutok K, Baxter DG.","Work. 2019;64(1):85-91. doi: 10.3233/WOR-192971.","Intolo P","Work","2019","2019/08/28","","","10.3233/WOR-192971"
"32826003","The immediate effect of whole body vibration training on the electromyographic activity of contralateral hand muscles; a randomized controlled trial","Taghizadeh Delkhoush C, Bagheri R, Mashhadi Hashemi H, Fatemy E, Hedayati R.","J Bodyw Mov Ther. 2020 Jul;24(3):293-299. doi: 10.1016/j.jbmt.2020.02.027. Epub 2020 Feb 26.","Taghizadeh Delkhoush C","J Bodyw Mov Ther","2020","2020/08/23","","","10.1016/j.jbmt.2020.02.027"
"31992323","Age-specific differences in the time-frequency representation of surface electromyographic data recorded during a submaximal cyclic back extension exercise: a promising biomarker to detect early signs of sarcopenia","Habenicht R, Ebenbichler G, Bonato P, Kollmitzer J, Ziegelbecker S, Unterlerchner L, Mair P, Kienbacher T.","J Neuroeng Rehabil. 2020 Jan 28;17(1):8. doi: 10.1186/s12984-020-0645-2.","Habenicht R","J Neuroeng Rehabil","2020","2020/01/30","PMC6986160","","10.1186/s12984-020-0645-2"
"30375039","Effect of partial head extension swallowing exercise on the strength of the suprahyoid and tongue muscles in healthy subjects: A feasibility study","Oh JC.","J Oral Rehabil. 2019 Mar;46(3):242-248. doi: 10.1111/joor.12740. Epub 2018 Nov 14.","Oh JC","J Oral Rehabil","2019","2018/10/31","","","10.1111/joor.12740"
"35231968","[Effects of ankle exoskeleton assistance during human walking on lower limb muscle contractions and coordination patterns]","Wang W, Ding J, Wang Y, Liu Y, Zhang J, Liu J.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2022 Feb 25;39(1):75-83. doi: 10.7507/1001-5515.202107040.","Wang W","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2022","2022/03/01","PMC9927746","","10.7507/1001-5515.202107040"
"39920472","Association of peripheral neuropathy with dry eye disease and meibomian gland dysfunction in patients with type 1 diabetes","Ekin MA, Kahraman HG, Egrilmez ED, Arici S, Oruk GG.","Int Ophthalmol. 2025 Feb 7;45(1):61. doi: 10.1007/s10792-025-03420-w.","Ekin MA","Int Ophthalmol","2025","2025/02/07","","","10.1007/s10792-025-03420-w"
"32720053","Systematic Effortful Swallowing Exercise Without External Resistance Does Not Increase Swallowing-Related Muscle Strength in the Elderly","Oh JC.","Dysphagia. 2021 Jun;36(3):465-473. doi: 10.1007/s00455-020-10163-6. Epub 2020 Jul 27.","Oh JC","Dysphagia","2021","2020/07/29","","","10.1007/s00455-020-10163-6"
"41243732","Difference in the Motor Unit Firing Behavior During Submaximal Isometric Ramp Contraction Between Healthy Children Aged 6-12 Years and Young Adults","Okudaira M, Takeda R, Hirono T, Nishikawa T, Kunugi S, Watanabe K.","Muscle Nerve. 2026 Jan;73(1):63-71. doi: 10.1002/mus.70064. Epub 2025 Nov 17.","Okudaira M","Muscle Nerve","2026","2025/11/17","PMC12690003","","10.1002/mus.70064"
"31417244","Effects of the head lift exercise and neuromuscular electrical stimulation on swallowing muscles activity in healthy older adults: a randomized pilot study","Poorjavad M, Talebian Moghadam S, Ansari NN.","Clin Interv Aging. 2019 Jun 21;14:1131-1140. doi: 10.2147/CIA.S209055. eCollection 2019.","Poorjavad M","Clin Interv Aging","2019","2019/08/17","PMC6594008","","10.2147/CIA.S209055"
"31982002","Effect of Time and Direction Preparation on Ankle Muscle Response During Backward Translation of a Support Surface in Stance","Matsuoka M, Kunimura H, Hiraoka K.","Motor Control. 2020 Jan 24;24(2):253-273. doi: 10.1123/mc.2019-0042.","Matsuoka M","Motor Control","2020","2020/01/26","","","10.1123/mc.2019-0042"
"39526873","Massage prior to exercise delays the onset of the physical working capacity at the fatigue threshold (PWCFT)","Plasencia RR, VAN Zant J, Charron SC, Manderachia NM, Dickson J, Malek MH.","J Sports Med Phys Fitness. 2025 May;65(5):650-656. doi: 10.23736/S0022-4707.24.16288-3. Epub 2024 Nov 11.","Plasencia RR","J Sports Med Phys Fitness","2025","2024/11/11","","","10.23736/S0022-4707.24.16288-3"
"41805874","The Role of Phonation in Pelvic Floor Muscle Activation: Implications for Rehabilitation","Kiloatar H, Aydogdu Delibay A, Olcay Demir C, Karavelioglu MB.","Int Urogynecol J. 2026 Jun;37(6):1755-1762. doi: 10.1007/s00192-026-06542-6. Epub 2026 Mar 10.","Kiloatar H","Int Urogynecol J","2026","2026/03/10","","","10.1007/s00192-026-06542-6"
"30615237","Comparison of gluteus medius and minimus activity during gait in people with hip osteoarthritis and matched controls","Zacharias A, Pizzari T, Semciw AI, English DJ, Kapakoulakis T, Green RA.","Scand J Med Sci Sports. 2019 May;29(5):696-705. doi: 10.1111/sms.13379. Epub 2019 Jan 25.","Zacharias A","Scand J Med Sci Sports","2019","2019/01/08","","","10.1111/sms.13379"
"32951644","Electromyographic analysis of selected shoulder muscles during a series of exercises commonly used in patients with symptomatic degenerative rotator cuff tears","Cools AM, Tongel AV, Berckmans K, Spanhove V, Plaetevoet T, Rosseel J, Soen J, Levy O, Maenhout A.","J Shoulder Elbow Surg. 2020 Oct;29(10):e361-e373. doi: 10.1016/j.jse.2020.03.019. Epub 2020 Jun 9.","Cools AM","J Shoulder Elbow Surg","2020","2020/09/21","","","10.1016/j.jse.2020.03.019"
"40828630","Analysis of shared synaptic inputs to different motor unit subgroups in triceps surae during a postural standing task","Cohen JW, Vieira T, Ivanova TD, Garland SJ.","J Neurophysiol. 2025 Sep 1;134(3):1007-1019. doi: 10.1152/jn.00508.2024. Epub 2025 Aug 19.","Cohen JW","J Neurophysiol","2025","2025/08/19","","","10.1152/jn.00508.2024"
"34779385","Guillan-Barré Syndrome after First Vaccination Dose against COVID-19: Case Report","Čenščák D, Ungermann L, Štětkářová I, Ehler E.","Acta Medica (Hradec Kralove). 2021;64(3):183-186. doi: 10.14712/18059694.2021.31.","Čenščák D","Acta Medica (Hradec Kralove)","2021","2021/11/15","","","10.14712/18059694.2021.31"
"39133106","The Antigravity Treadmill as a Postoperative and Injury Rehabilitation Tool: Reduction in Contact Forces and Muscle Activity With Reduced Weight Running","Alexeev SO, Trikha R, Short S, Hunt KJ.","Clin J Sport Med. 2025 Jan 1;35(1):45-51. doi: 10.1097/JSM.0000000000001264. Epub 2024 Aug 13.","Alexeev SO","Clin J Sport Med","2025","2024/08/12","","","10.1097/JSM.0000000000001264"
"39644692","Wavelet-based time-frequency intermuscular beta-band coherence decreases with age but increases after mental fatigue in ankle muscles during gait independent of age","Santos PCRD, Barbieri FA, Lamoth C, Hortobágyi T.","J Electromyogr Kinesiol. 2025 Feb;80:102957. doi: 10.1016/j.jelekin.2024.102957. Epub 2024 Nov 29.","Santos PCRD","J Electromyogr Kinesiol","2025","2024/12/07","","","10.1016/j.jelekin.2024.102957"
"30665154","The diagnostic accuracy of high-resolution ultrasound in screening for carpal tunnel syndrome and grading its severity is moderated by age","Moschovos C, Tsivgoulis G, Kyrozis A, Ghika A, Karachalia P, Voumvourakis K, Chroni E.","Clin Neurophysiol. 2019 Mar;130(3):321-330. doi: 10.1016/j.clinph.2018.12.005. Epub 2018 Dec 31.","Moschovos C","Clin Neurophysiol","2019","2019/01/22","","","10.1016/j.clinph.2018.12.005"
"33493710","Effects of different initial foot positions on kinematics, muscle activation patterns, and postural control during a sit-to-stand in younger and older adults","Jeon W, Hsiao HY, Griffin L.","J Biomech. 2021 Mar 5;117:110251. doi: 10.1016/j.jbiomech.2021.110251. Epub 2021 Jan 13.","Jeon W","J Biomech","2021","2021/01/25","","","10.1016/j.jbiomech.2021.110251"
"40864601","Impact Of Spinal Flexion and Extension-Based Yoga Asanas on Autonomic Variables in Experienced Yogic Practitioners: Study Protocol for a Randomized Crossover Trial","Shetty S, Manjunath NK, Shetty P, Ramaswamy KA, Nanjeshgowda HL.","Adv Mind Body Med. 2026 Mar;40(2):4-9.","Shetty S","Adv Mind Body Med","2026","2025/08/27","","",""
"41600449","Muscle Fatigue Assessment in Healthcare Application by Using Surface Electromyography: A Transfer Learning Approach","Manni A, Rescio G, Caroppo A, Leone A.","Sensors (Basel). 2026 Jan 18;26(2):654. doi: 10.3390/s26020654.","Manni A","Sensors (Basel)","2026","2026/01/28","PMC12846094","","10.3390/s26020654"
